gen,pop20,pop50,pop100,pop1000
366,2988.448131,3021.349387,3032.603056,3046.060561
367,2988.635595,3021.349387,3032.603056,3046.060561
368,2988.724729,3021.349387,3032.603056,3046.071949
369,2989.005174,3021.349387,3032.603056,3046.071949
370,2989.046797,3021.349387,3032.603056,3046.071949
371,2989.428503,3021.349387,3032.603056,3046.071949
372,2989.489047,3021.349387,3032.603056,3046.071949
373,2989.675894,3021.349387,3032.603056,3046.071949
374,2989.691841,3021.349387,3032.603056,3046.071949
375,2989.70757,3021.349387,3032.603056,3046.071949
376,2989.802866,3021.349387,3032.603056,3046.071949
377,2990.091999,3021.349387,3032.603056,3046.071949
378,2990.219474,3021.349387,3032.603056,3046.071949
379,2990.391576,3021.349387,3032.603056,3046.071949
380,2990.408031,3021.349387,3032.603056,3046.071949
381,2990.525177,3021.349387,3032.603056,3046.071949
382,2990.672847,3021.349387,3032.603056,3046.071949
383,2990.726042,3021.349387,3032.603056,3046.071949
384,2990.852199,3021.349387,3032.603056,3046.071949
385,2990.87806,3021.349387,3032.603056,3046.071949
386,2990.964609,3021.349387,3032.603056,3046.071949
387,2991.234101,3021.349387,3032.603056,3046.071949
388,2991.317724,3021.349387,3032.603056,3046.071949
389,2991.761566,3021.349387,3032.603056,3046.077593
390,2991.861143,3021.349387,3032.603056,3046.077593
391,2992.087338,3021.349387,3032.603056,3046.077593
392,2992.163736,3021.349387,3032.603056,3046.077593
393,2992.200385,3021.349387,3032.603056,3046.077593
394,2992.359795,3021.349387,3032.617794,3046.077593
395,2992.390709,3021.349387,3032.617794,3046.077593
396,2992.609153,3021.349387,3032.617794,3046.077593
397,2992.804878,3021.349387,3032.617794,3046.077593
398,2992.949286,3021.349387,3032.617794,3046.077593
399,2993.03628,3021.349387,3032.617794,3046.077593
400,2993.155982,3021.349387,3032.617794,3046.077593
401,2993.364652,3021.349387,3032.617794,3046.077593
402,2993.472649,3021.349387,3032.617794,3046.077593
403,2993.620025,3021.349387,3032.617794,3046.077593
404,2993.72861,3021.349387,3032.617794,3046.077593
405,2993.754704,3021.349387,3032.617794,3046.077593
406,2993.849542,3021.349387,3032.617794,3046.077593
407,2993.863081,3021.349387,3032.617794,3046.077593
408,2994.346409,3021.349387,3032.617794,3046.077593
409,2994.459702,3021.349387,3032.617794,3046.077593
410,2994.953819,3021.349387,3032.617794,3046.077593
411,2995.005181,3021.349387,3032.617794,3046.077593
412,2995.066432,3021.349387,3032.617794,3046.077593
413,2995.237307,3021.349387,3032.617794,3046.077593
414,2995.318829,3021.349387,3032.617794,3046.077593
415,2995.447358,3021.349387,3032.617794,3046.077593
416,2995.460811,3021.349387,3032.617794,3046.077593
417,2995.609621,3021.349387,3032.617794,3046.077593
418,2995.737177,3021.349387,3032.617794,3046.077593
419,2995.750029,3021.349387,3032.617794,3046.077593
420,2995.777063,3023.445419,3032.617794,3046.077593
421,2996.006393,3023.445419,3032.617794,3046.077593
422,2996.012088,3023.445419,3032.617794,3046.077593
423,2996.32045,3023.445419,3032.617794,3046.093037
424,2996.453209,3023.445419,3032.617794,3046.093037
425,2996.853526,3023.445419,3032.617794,3046.093037
426,2996.884834,3023.471049,3032.617794,3046.093037
427,2997.068671,3023.557494,3032.617794,3046.093037
428,2997.229663,3023.669155,3032.617794,3046.093037
429,2997.467647,3023.669155,3032.617794,3046.093037
430,2997.692627,3024.48573,3032.617794,3046.093037
431,2998.056141,3024.48573,3032.617794,3046.114688
432,2998.133325,3024.718119,3032.617794,3046.114688
433,2998.196384,3024.718119,3032.617794,3046.114688
434,2998.324475,3024.718119,3032.617794,3046.114688
435,2998.442753,3024.718119,3032.617794,3046.114688
436,2998.483739,3024.718119,3032.617794,3046.114688
437,2998.536745,3024.782184,3032.617794,3046.114688
438,2998.544137,3024.782184,3032.617794,3046.114688
439,2998.631079,3024.877909,3032.617794,3046.114688
440,2998.699763,3024.877909,3032.617794,3046.114688
441,2998.965531,3024.877909,3032.617794,3046.114688
442,2999.08463,3024.877909,3032.617794,3046.114688
443,2999.169443,3024.952846,3032.617794,3046.114688
444,2999.200088,3024.957079,3032.617794,3046.114688
445,2999.329043,3024.957079,3032.617794,3046.114688
446,2999.349033,3024.957079,3032.617794,3046.114688
447,2999.459186,3024.957079,3032.617794,3046.114688
448,2999.594808,3025.022541,3032.617794,3046.114688
449,2999.618157,3025.022541,3032.617794,3046.114688
450,2999.641905,3025.022541,3032.617794,3046.114688
451,2999.677313,3025.022541,3032.617794,3046.114688
452,2999.851806,3025.022541,3032.617794,3046.114688
453,2999.868904,3025.022541,3032.617794,3046.114688
454,2999.897539,3025.022541,3032.617794,3046.114688
455,3000.133397,3025.022541,3032.617794,3046.114688
456,3000.277232,3025.022541,3032.617794,3046.114688
457,3000.462195,3025.022541,3032.617794,3046.114688
458,3000.761222,3025.022541,3032.617794,3046.114688
459,3000.769889,3025.022541,3032.617794,3046.114688
460,3000.771916,3025.022541,3032.617794,3046.124496
461,3001.19923,3025.022541,3032.617794,3046.124496
462,3001.297562,3025.022541,3032.617794,3046.124496
463,3001.340464,3025.022541,3032.617794,3046.124496
464,3001.555588,3025.022541,3032.617794,3046.124496
465,3001.582755,3025.022541,3032.617794,3046.124496
466,3001.679516,3025.022541,3032.617794,3046.124496
467,3001.805599,3025.022541,3032.617794,3046.124496
468,3001.811705,3025.022541,3032.617794,3046.124496
469,3001.901909,3025.022541,3032.617794,3046.124496
470,3001.954421,3025.022541,3032.617794,3046.124496
471,3002.058013,3025.022541,3032.617794,3046.127179
472,3002.078124,3025.022541,3032.617794,3046.127179
473,3002.340005,3025.022541,3032.617794,3046.127179
474,3002.515648,3025.022541,3032.617794,3046.127179
475,3002.556036,3025.022541,3032.617794,3046.127179
476,3002.80005,3025.022541,3032.617794,3046.127179
477,3002.840081,3025.022541,3032.617794,3046.127179
478,3002.873312,3025.022541,3032.617794,3046.127179
479,3002.896148,3025.022541,3032.617794,3046.127179
480,3002.905839,3025.022541,3032.617794,3046.127179
481,3002.98035,3025.022541,3032.617794,3046.127179
482,3003.118823,3025.022541,3032.617794,3046.127179
483,3003.15092,3025.022541,3032.617794,3046.127179
484,3003.170938,3025.022541,3032.626121,3046.127179
485,3003.239713,3025.022541,3032.626121,3046.127179
486,3003.286259,3025.022541,3032.626121,3046.127179
487,3003.433206,3025.022541,3032.626121,3046.127179
488,3003.586026,3025.022541,3032.626121,3046.127179
489,3003.591958,3025.022541,3032.655302,3046.127179
490,3003.748034,3025.022541,3032.655302,3046.127179
491,3003.751883,3025.022541,3032.655302,3046.127179
492,3003.81149,3025.022541,3032.655302,3046.127179
493,3003.92531,3025.022541,3032.655302,3046.127179
494,3004.039172,3025.022541,3032.655302,3046.128592
495,3004.048055,3025.022541,3032.655302,3046.128592
496,3004.071791,3025.022541,3032.655302,3046.128592
497,3004.098722,3025.022541,3032.661427,3046.128592
498,3004.293407,3025.022541,3032.661427,3046.128592
499,3004.398726,3025.022541,3032.661427,3046.128592
500,3004.588073,3025.022541,3032.661427,3046.128592
501,3004.590392,3025.022541,3032.661427,3046.128592
502,3004.608023,3025.022541,3032.661427,3046.128592
503,3004.663113,3025.022541,3032.661427,3046.128592
504,3004.869177,3025.022541,3032.661427,3046.128592
505,3004.958031,3025.022541,3032.661427,3046.128592
506,3005.296903,3025.022541,3032.661427,3046.128592
507,3005.335753,3025.022541,3032.661427,3046.128592
508,3005.357839,3025.022541,3032.661427,3046.128592
509,3005.533864,3025.022541,3032.661427,3046.128592
510,3005.682635,3025.022541,3032.661427,3046.128592
511,3006.057681,3025.022541,3032.661427,3046.128592
512,3006.127981,3025.022541,3032.668903,3046.128592
513,3006.362003,3025.022541,3032.711993,3046.128592
514,3006.371428,3025.022541,3032.711993,3046.128592
515,3006.4649,3025.022541,3032.711993,3046.128592
516,3006.4726,3025.022541,3032.711993,3046.128592
517,3006.516423,3025.022541,3032.711993,3046.128592
518,3006.562816,3025.022541,3032.711993,3046.128592
519,3006.563007,3025.022541,3032.711993,3046.128592
520,3006.6352,3025.022541,3032.711993,3046.128592
521,3006.979082,3025.022541,3032.711993,3046.135562
522,3007.013878,3025.022541,3032.711993,3046.135562
523,3007.013878,3025.022541,3032.711993,3046.135562
524,3007.023571,3025.022541,3032.711993,3046.135562
525,3007.040162,3025.022541,3032.711993,3046.135562
526,3007.043125,3025.022541,3032.711993,3046.135562
527,3007.097447,3025.022541,3032.711993,3046.135562
528,3007.158185,3025.022541,3032.711993,3046.135562
529,3007.336289,3025.022541,3032.711993,3046.135562
530,3007.336289,3025.022541,3032.711993,3046.142444
531,3007.355403,3025.022541,3032.711993,3046.142444
532,3007.738566,3025.022541,3032.711993,3046.142444
533,3007.793999,3025.022541,3032.711993,3046.142444
534,3007.800219,3025.022541,3032.711993,3046.142444
535,3007.801658,3025.022541,3032.711993,3046.142444
