gen,bestchrom,roulette,tournament
697,3042.432223,2985.570615,3041.811463
698,3042.432223,2985.570615,3041.811463
699,3042.432223,2985.570615,3041.811463
700,3042.432223,2985.570615,3041.811463
701,3042.432223,2985.570615,3041.811463
702,3042.432223,2985.570615,3041.811463
703,3042.432223,2985.570615,3041.811463
704,3042.432223,2985.570615,3041.811463
705,3042.432223,2985.570615,3041.811463
706,3042.432223,2985.570615,3041.811463
707,3042.432223,2985.570615,3041.811463
708,3042.432223,2985.570615,3041.811463
709,3042.432223,2985.570615,3041.811463
710,3042.432223,2985.570615,3041.811463
711,3042.432223,2985.570615,3041.811463
712,3042.432223,2985.570615,3041.811463
713,3042.432223,2985.570615,3041.811463
714,3042.432223,2985.570615,3041.811463
715,3042.432223,2985.570615,3041.811463
716,3042.432223,2985.570615,3041.811463
717,3042.432223,2985.570615,3041.811463
718,3042.432223,2985.570615,3041.811463
719,3042.432223,2985.570615,3041.811463
720,3042.432223,2985.570615,3041.811463
721,3042.432223,2985.570615,3041.811463
722,3042.432223,2985.570615,3041.811463
723,3042.432223,2985.570615,3041.811463
724,3042.432223,2985.570615,3041.811463
725,3042.432223,2985.570615,3041.811463
726,3042.432223,2985.570615,3041.811463
727,3042.432223,2985.570615,3041.811463
728,3042.432223,3023.206556,3041.811463
729,3042.432223,3023.206556,3041.811463
730,3042.432223,3023.754539,3041.811463
731,3042.432223,3023.754539,3041.811463
732,3042.432223,3023.754539,3041.811463
733,3042.432223,3023.754539,3041.811463
734,3042.432223,3023.754539,3041.811463
735,3042.432223,3023.754539,3041.811463
736,3042.432223,3023.754539,3041.811463
737,3042.432223,3023.754539,3041.811463
738,3042.432223,3023.754539,3041.811463
739,3042.432223,3030.770623,3041.811463
740,3042.432223,3030.770623,3041.811463
741,3042.432223,3030.770623,3041.811463
742,3042.432223,3030.770623,3041.811463
743,3042.432223,3030.770623,3041.811463
744,3042.432223,3030.770623,3041.811463
745,3042.432223,3030.770623,3041.811463
746,3042.432223,3030.770623,3041.811463
747,3042.432223,3030.770623,3041.811463
748,3042.432223,3030.770623,3041.811463
749,3042.432223,3030.770623,3041.811463
750,3042.432223,3030.770623,3041.811463
751,3042.432223,3030.770623,3041.811463
752,3042.432223,3030.770623,3041.811463
753,3042.432223,3030.770623,3041.811463
754,3042.432223,3030.770623,3041.811463
755,3042.432223,3030.770623,3041.811463
756,3042.432223,3030.770623,3041.811463
757,3042.432223,3030.770623,3041.811463
758,3042.432223,3030.770623,3041.811463
759,3042.432223,3030.770623,3041.811463
760,3042.432223,3030.770623,3041.811463
761,3042.432223,3030.770623,3041.811463
762,3042.432223,3030.770623,3041.811463
763,3042.432223,3030.770623,3041.811463
764,3042.432223,3030.770623,3041.811463
765,3042.432223,3030.770623,3041.811463
766,3042.432223,3030.770623,3041.811463
767,3042.432223,3030.770623,3041.811463
768,3042.432223,3030.770623,3041.811463
769,3042.432223,3030.770623,3041.811463
770,3042.432223,3030.770623,3041.811463
771,3042.432223,3030.770623,3041.811463
772,3042.432223,3030.770623,3041.811463
773,3042.432223,3030.770623,3041.811463
774,3042.432223,3030.770623,3041.811463
775,3042.432223,3030.770623,3041.811463
776,3042.432223,3030.770623,3041.811463
777,3042.432223,3030.770623,3041.811463
778,3042.432223,3030.770623,3041.811463
779,3042.432223,3030.770623,3041.811463
780,3042.432223,3030.770623,3041.811463
781,3042.432223,3030.770623,3041.811463
782,3042.432223,3030.770623,3041.811463
783,3042.432223,3030.770623,3041.811463
784,3042.432223,3030.770623,3041.811463
785,3042.432223,3030.770623,3041.811463
786,3042.432223,3030.770623,3041.811463
787,3042.432223,3030.770623,3041.811463
788,3042.432223,3030.770623,3041.811463
789,3042.432223,3030.770623,3041.811463
790,3042.432223,3030.770623,3041.811463
791,3042.432223,3030.770623,3041.811463
792,3042.432223,3030.770623,3041.811463
793,3042.432223,3030.770623,3041.811463
794,3042.432223,3030.770623,3041.811463
795,3042.432223,3030.770623,3041.811463
796,3042.432223,3030.770623,3041.811463
797,3042.432223,3030.770623,3041.811463
798,3042.432223,3030.770623,3041.811463
799,3042.432223,3030.770623,3041.811463
800,3042.432223,3030.770623,3041.811463
801,3042.432223,3030.770623,3041.811463
802,3042.432223,3030.770623,3041.811463
803,3042.432223,3030.770623,3041.811463
804,3042.432223,3030.770623,3041.811463
805,3042.432223,3030.770623,3041.811463
806,3042.432223,3030.770623,3041.811463
807,3042.432223,3030.770623,3041.811463
808,3042.432223,3030.770623,3041.811463
809,3042.432223,3030.770623,3041.811463
810,3042.432223,3030.770623,3041.811463
811,3042.432223,3030.770623,3041.811463
812,3042.432223,3030.770623,3041.811463
813,3042.432223,3030.770623,3041.811463
814,3042.432223,3030.770623,3041.811463
815,3042.432223,3030.770623,3041.811463
816,3042.432223,3030.770623,3041.811463
817,3042.432223,3030.770623,3041.811463
818,3042.432223,3030.770623,3041.811463
819,3042.432223,3030.770623,3041.811463
820,3042.432223,3030.770623,3041.811463
821,3042.432223,3030.770623,3041.811463
822,3042.432223,3030.770623,3041.811463
823,3042.432223,3030.770623,3041.811463
824,3042.432223,3030.770623,3041.811463
825,3042.432223,3030.770623,3041.811463
826,3042.432223,3030.770623,3041.811463
827,3042.432223,3030.770623,3041.811463
828,3042.432223,3030.770623,3041.811463
829,3042.432223,3030.770623,3041.811463
830,3042.432223,3030.770623,3041.811463
831,3042.432223,3030.770623,3041.811463
832,3042.432223,3030.770623,3041.811463
833,3042.432223,3030.770623,3041.811463
834,3042.432223,3030.770623,3041.811463
835,3042.432223,3030.770623,3041.811463
836,3042.432223,3030.770623,3041.811463
837,3042.432223,3030.770623,3041.811463
838,3042.432223,3030.770623,3041.811463
839,3042.432223,3030.770623,3041.811463
840,3042.432223,3030.770623,3041.811463
841,3042.432223,3030.770623,3041.811463
842,3042.432223,3030.770623,3041.811463
843,3042.432223,3030.770623,3041.811463
844,3042.432223,3030.770623,3041.811463
845,3042.432223,3030.770623,3041.811463
846,3042.432223,3030.770623,3041.811463
847,3042.432223,3030.770623,3041.811463
848,3042.432223,3030.770623,3041.811463
849,3042.432223,3030.770623,3041.811463
850,3042.432223,3030.770623,3041.811463
851,3042.432223,3030.770623,3041.811463
852,3042.432223,3030.770623,3041.811463
853,3042.432223,3030.770623,3041.811463
854,3042.432223,3030.770623,3041.811463
855,3042.432223,3030.770623,3041.811463
856,3042.432223,3030.770623,3041.811463
857,3042.432223,3030.770623,3041.811463
858,3042.432223,3030.770623,3041.811463
859,3042.432223,3030.770623,3041.811463
860,3042.432223,3030.770623,3041.811463
861,3042.432223,3030.770623,3041.811463
862,3042.432223,3030.770623,3041.811463
863,3042.432223,3030.770623,3041.811463
864,3042.432223,3030.770623,3041.811463
865,3042.432223,3030.770623,3041.811463
866,3042.432223,3030.770623,3041.811463
867,3042.432223,3030.770623,3041.811463
868,3042.432223,3030.770623,3041.811463
869,3042.432223,3030.770623,3041.811463
870,3042.432223,3030.770623,3041.811463
871,3042.432223,3030.770623,3041.811463
872,3042.432223,3030.770623,3041.811463
873,3042.432223,3030.770623,3041.811463
874,3042.432223,3030.770623,3041.811463
875,3042.432223,3030.770623,3041.811463
876,3042.432223,3030.770623,3041.811463
877,3042.432223,3030.770623,3041.811463
878,3042.432223,3030.770623,3041.811463
879,3042.432223,3030.770623,3041.811463
880,3042.432223,3030.770623,3041.811463
881,3042.432223,3030.770623,3041.811463
882,3042.432223,3030.770623,3041.811463
883,3042.432223,3030.770623,3041.811463
884,3042.432223,3030.770623,3041.811463
885,3042.432223,3030.770623,3041.811463
886,3042.432223,3030.770623,3041.811463
887,3042.432223,3030.770623,3041.811463
888,3042.432223,3030.770623,3041.811463
889,3042.432223,3030.770623,3041.811463
890,3042.432223,3030.770623,3041.811463
891,3042.432223,3030.770623,3041.811463
892,3042.432223,3030.770623,3041.811463
893,3042.432223,3030.770623,3041.811463
894,3042.432223,3030.770623,3041.811463
895,3042.432223,3030.770623,3041.811463
896,3042.432223,3030.770623,3041.811463
897,3042.432223,3030.770623,3041.811463
898,3042.432223,3030.770623,3041.811463
899,3042.432223,3030.770623,3041.811463
900,3042.432223,3030.770623,3041.811463
901,3042.432223,3030.770623,3041.811463
902,3042.432223,3030.770623,3041.811463
903,3042.432223,3030.770623,3041.811463
904,3042.432223,3030.770623,3041.811463
905,3042.432223,3030.770623,3041.811463
906,3042.432223,3030.770623,3041.811463
907,3042.432223,3030.770623,3041.811463
908,3042.432223,3030.770623,3041.811463
909,3042.432223,3030.770623,3041.811463
910,3042.432223,3030.770623,3041.811463
911,3042.432223,3030.770623,3041.811463
912,3042.432223,3030.770623,3041.811463
913,3042.432223,3030.770623,3041.811463
914,3042.432223,3030.770623,3041.811463
915,3042.432223,3030.770623,3041.811463
916,3042.432223,3030.770623,3041.811463
917,3042.432223,3030.770623,3041.811463
918,3042.432223,3030.770623,3041.811463
919,3042.432223,3030.770623,3041.811463
920,3042.432223,3030.770623,3041.811463
921,3042.432223,3030.770623,3041.811463
922,3042.432223,3030.770623,3041.811463
923,3042.432223,3030.770623,3041.811463
924,3042.432223,3030.770623,3041.811463
925,3042.432223,3030.770623,3041.811463
926,3042.432223,3030.770623,3041.811463
927,3042.432223,3030.770623,3041.811463
928,3042.432223,3030.770623,3041.811463
929,3042.432223,3030.770623,3041.811463
930,3042.432223,3030.770623,3041.811463
931,3042.432223,3030.770623,3041.811463
932,3042.432223,3030.770623,3041.811463
933,3042.432223,3030.770623,3041.811463
934,3042.432223,3030.770623,3041.811463
935,3042.432223,3030.770623,3041.811463
936,3042.432223,3030.770623,3041.811463
937,3042.432223,3030.770623,3041.811463
938,3042.432223,3030.770623,3041.811463
939,3042.432223,3030.770623,3041.811463
940,3042.432223,3030.770623,3041.811463
941,3042.432223,3030.770623,3041.811463
942,3042.432223,3030.770623,3041.811463
943,3042.432223,3030.770623,3041.811463
944,3042.432223,3030.770623,3041.811463
945,3042.432223,3030.770623,3041.811463
946,3042.432223,3030.770623,3041.811463
947,3042.432223,3030.770623,3041.811463
948,3042.432223,3030.770623,3041.811463
949,3042.432223,3030.770623,3041.811463
950,3042.432223,3030.770623,3041.811463
951,3042.432223,3030.770623,3041.811463
952,3042.432223,3030.770623,3041.811463
953,3042.432223,3030.770623,3041.811463
954,3042.432223,3030.770623,3041.811463
955,3042.432223,3030.770623,3041.811463
956,3042.432223,3030.770623,3041.811463
957,3042.432223,3030.770623,3041.811463
958,3042.432223,3030.770623,3041.811463
959,3042.432223,3030.770623,3041.811463
960,3042.432223,3030.770623,3041.811463
961,3042.432223,3030.770623,3041.811463
962,3042.432223,3030.770623,3041.811463
963,3042.432223,3030.770623,3041.811463
964,3042.432223,3030.770623,3041.811463
965,3042.432223,3030.770623,3041.811463
966,3042.432223,3030.770623,3041.811463
967,3042.432223,3030.770623,3041.811463
968,3042.432223,3030.770623,3041.811463
969,3042.432223,3030.770623,3041.811463
970,3042.432223,3030.770623,3041.811463
971,3042.432223,3030.770623,3041.811463
972,3042.432223,3030.770623,3041.811463
973,3042.432223,3030.770623,3041.811463
974,3042.432223,3030.770623,3041.811463
975,3042.432223,3030.770623,3041.811463
976,3042.432223,3030.770623,3041.811463
977,3042.432223,3030.770623,3041.811463
978,3042.432223,3030.770623,3041.811463
979,3042.432223,3030.770623,3041.811463
980,3042.432223,3030.770623,3041.811463
981,3042.432223,3030.770623,3041.811463
982,3042.432223,3030.770623,3041.811463
983,3042.432223,3030.770623,3041.811463
984,3042.432223,3030.770623,3041.811463
985,3042.432223,3030.770623,3041.811463
986,3042.432223,3030.770623,3041.811463
987,3042.432223,3030.770623,3041.811463
988,3042.432223,3030.770623,3041.811463
989,3042.432223,3030.770623,3041.811463
990,3042.432223,3030.770623,3041.811463
991,3042.432223,3030.770623,3041.811463
992,3042.432223,3030.770623,3041.811463
993,3042.432223,3030.770623,3041.811463
994,3042.432223,3030.770623,3041.811463
995,3042.432223,3030.770623,3041.811463
996,3042.432223,3030.770623,3041.811463
997,3042.432223,3030.770623,3041.811463
998,3042.432223,3030.770623,3041.811463
999,3042.432223,3030.770623,3041.811463
