gen,bestchrom,roulette,tournament
232,3042.432223,2963.820696,3041.811463
233,3042.432223,2963.820696,3041.811463
234,3042.432223,2963.820696,3041.811463
235,3042.432223,2963.820696,3041.811463
236,3042.432223,2963.820696,3041.811463
237,3042.432223,2963.820696,3041.811463
238,3042.432223,2963.820696,3041.811463
239,3042.432223,2963.820696,3041.811463
240,3042.432223,2963.820696,3041.811463
241,3042.432223,2963.820696,3041.811463
242,3042.432223,2963.820696,3041.811463
243,3042.432223,2963.820696,3041.811463
244,3042.432223,2963.820696,3041.811463
245,3042.432223,2963.820696,3041.811463
246,3042.432223,2963.820696,3041.811463
247,3042.432223,2963.820696,3041.811463
248,3042.432223,2963.820696,3041.811463
249,3042.432223,2963.820696,3041.811463
250,3042.432223,2963.820696,3041.811463
251,3042.432223,2963.820696,3041.811463
252,3042.432223,2963.820696,3041.811463
253,3042.432223,2963.820696,3041.811463
254,3042.432223,2963.820696,3041.811463
255,3042.432223,2963.820696,3041.811463
256,3042.432223,2963.820696,3041.811463
257,3042.432223,2963.820696,3041.811463
258,3042.432223,2963.820696,3041.811463
259,3042.432223,2963.820696,3041.811463
260,3042.432223,2963.820696,3041.811463
261,3042.432223,2963.820696,3041.811463
262,3042.432223,2963.820696,3041.811463
263,3042.432223,2963.820696,3041.811463
264,3042.432223,2963.820696,3041.811463
265,3042.432223,2963.820696,3041.811463
266,3042.432223,2963.820696,3041.811463
267,3042.432223,2963.820696,3041.811463
268,3042.432223,2963.820696,3041.811463
269,3042.432223,2963.820696,3041.811463
270,3042.432223,2963.820696,3041.811463
271,3042.432223,2963.820696,3041.811463
272,3042.432223,2963.820696,3041.811463
273,3042.432223,2963.820696,3041.811463
274,3042.432223,2963.820696,3041.811463
275,3042.432223,2963.820696,3041.811463
276,3042.432223,2963.820696,3041.811463
277,3042.432223,2963.820696,3041.811463
278,3042.432223,2963.820696,3041.811463
279,3042.432223,2963.820696,3041.811463
280,3042.432223,2963.820696,3041.811463
281,3042.432223,2963.820696,3041.811463
282,3042.432223,2963.820696,3041.811463
283,3042.432223,2963.820696,3041.811463
284,3042.432223,2963.820696,3041.811463
285,3042.432223,2963.820696,3041.811463
286,3042.432223,2963.820696,3041.811463
287,3042.432223,2963.820696,3041.811463
288,3042.432223,2963.820696,3041.811463
289,3042.432223,2963.820696,3041.811463
290,3042.432223,2963.820696,3041.811463
291,3042.432223,2963.820696,3041.811463
292,3042.432223,2963.820696,3041.811463
293,3042.432223,2963.820696,3041.811463
294,3042.432223,2963.820696,3041.811463
295,3042.432223,2963.820696,3041.811463
296,3042.432223,2963.820696,3041.811463
297,3042.432223,2963.820696,3041.811463
298,3042.432223,2963.820696,3041.811463
299,3042.432223,2963.820696,3041.811463
300,3042.432223,2963.820696,3041.811463
301,3042.432223,2963.820696,3041.811463
302,3042.432223,2963.820696,3041.811463
303,3042.432223,2963.820696,3041.811463
304,3042.432223,2963.820696,3041.811463
305,3042.432223,2963.820696,3041.811463
306,3042.432223,2963.820696,3041.811463
307,3042.432223,2963.820696,3041.811463
308,3042.432223,2963.820696,3041.811463
309,3042.432223,2963.820696,3041.811463
310,3042.432223,2963.820696,3041.811463
311,3042.432223,2965.233508,3041.811463
312,3042.432223,2973.63864,3041.811463
313,3042.432223,2973.63864,3041.811463
314,3042.432223,2973.63864,3041.811463
315,3042.432223,2973.63864,3041.811463
316,3042.432223,2973.63864,3041.811463
317,3042.432223,2973.63864,3041.811463
318,3042.432223,2973.63864,3041.811463
319,3042.432223,2973.63864,3041.811463
320,3042.432223,2973.63864,3041.811463
321,3042.432223,2973.63864,3041.811463
322,3042.432223,2973.63864,3041.811463
323,3042.432223,2973.63864,3041.811463
324,3042.432223,2973.63864,3041.811463
325,3042.432223,2973.63864,3041.811463
326,3042.432223,2973.63864,3041.811463
327,3042.432223,2973.63864,3041.811463
328,3042.432223,2973.63864,3041.811463
329,3042.432223,2973.63864,3041.811463
330,3042.432223,2973.63864,3041.811463
331,3042.432223,2973.63864,3041.811463
332,3042.432223,2973.63864,3041.811463
333,3042.432223,2973.63864,3041.811463
334,3042.432223,2973.63864,3041.811463
335,3042.432223,2973.63864,3041.811463
336,3042.432223,2973.63864,3041.811463
337,3042.432223,2973.63864,3041.811463
338,3042.432223,2973.63864,3041.811463
339,3042.432223,2973.63864,3041.811463
340,3042.432223,2973.63864,3041.811463
341,3042.432223,2973.63864,3041.811463
342,3042.432223,2973.63864,3041.811463
343,3042.432223,2973.63864,3041.811463
344,3042.432223,2973.63864,3041.811463
345,3042.432223,2973.63864,3041.811463
346,3042.432223,2973.63864,3041.811463
347,3042.432223,2973.63864,3041.811463
348,3042.432223,2973.63864,3041.811463
349,3042.432223,2974.699657,3041.811463
350,3042.432223,2974.699657,3041.811463
351,3042.432223,2974.699657,3041.811463
352,3042.432223,2974.699657,3041.811463
353,3042.432223,2974.699657,3041.811463
354,3042.432223,2974.699657,3041.811463
355,3042.432223,2974.699657,3041.811463
356,3042.432223,2974.699657,3041.811463
357,3042.432223,2974.699657,3041.811463
358,3042.432223,2974.699657,3041.811463
359,3042.432223,2974.699657,3041.811463
360,3042.432223,2974.699657,3041.811463
361,3042.432223,2974.699657,3041.811463
362,3042.432223,2974.699657,3041.811463
363,3042.432223,2974.699657,3041.811463
364,3042.432223,2974.699657,3041.811463
365,3042.432223,2974.699657,3041.811463
366,3042.432223,2974.699657,3041.811463
367,3042.432223,2974.699657,3041.811463
368,3042.432223,2974.699657,3041.811463
369,3042.432223,2974.699657,3041.811463
370,3042.432223,2974.699657,3041.811463
371,3042.432223,2974.699657,3041.811463
372,3042.432223,2974.699657,3041.811463
373,3042.432223,2974.699657,3041.811463
374,3042.432223,2974.699657,3041.811463
375,3042.432223,2974.699657,3041.811463
376,3042.432223,2974.699657,3041.811463
377,3042.432223,2974.699657,3041.811463
378,3042.432223,2974.699657,3041.811463
379,3042.432223,2974.699657,3041.811463
380,3042.432223,2974.699657,3041.811463
381,3042.432223,2974.699657,3041.811463
382,3042.432223,2974.699657,3041.811463
383,3042.432223,2974.699657,3041.811463
384,3042.432223,2974.699657,3041.811463
385,3042.432223,2974.699657,3041.811463
386,3042.432223,2974.699657,3041.811463
387,3042.432223,2974.699657,3041.811463
388,3042.432223,2974.699657,3041.811463
389,3042.432223,2974.699657,3041.811463
390,3042.432223,2974.699657,3041.811463
391,3042.432223,2974.699657,3041.811463
392,3042.432223,2974.699657,3041.811463
393,3042.432223,2974.699657,3041.811463
394,3042.432223,2974.699657,3041.811463
395,3042.432223,2974.699657,3041.811463
396,3042.432223,2974.699657,3041.811463
397,3042.432223,2974.699657,3041.811463
398,3042.432223,2974.699657,3041.811463
399,3042.432223,2974.699657,3041.811463
400,3042.432223,2974.699657,3041.811463
401,3042.432223,2974.699657,3041.811463
402,3042.432223,2974.699657,3041.811463
403,3042.432223,2974.699657,3041.811463
404,3042.432223,2974.699657,3041.811463
405,3042.432223,2974.699657,3041.811463
406,3042.432223,2974.699657,3041.811463
407,3042.432223,2974.699657,3041.811463
408,3042.432223,2974.699657,3041.811463
409,3042.432223,2974.699657,3041.811463
410,3042.432223,2974.699657,3041.811463
411,3042.432223,2974.699657,3041.811463
412,3042.432223,2974.699657,3041.811463
413,3042.432223,2974.699657,3041.811463
414,3042.432223,2974.699657,3041.811463
415,3042.432223,2974.699657,3041.811463
416,3042.432223,2974.699657,3041.811463
417,3042.432223,2974.699657,3041.811463
418,3042.432223,2974.699657,3041.811463
419,3042.432223,2974.699657,3041.811463
420,3042.432223,2974.699657,3041.811463
421,3042.432223,2974.699657,3041.811463
422,3042.432223,2974.699657,3041.811463
423,3042.432223,2974.699657,3041.811463
424,3042.432223,2974.699657,3041.811463
425,3042.432223,2974.699657,3041.811463
426,3042.432223,2974.699657,3041.811463
427,3042.432223,2974.699657,3041.811463
428,3042.432223,2974.699657,3041.811463
429,3042.432223,2974.699657,3041.811463
430,3042.432223,2974.699657,3041.811463
431,3042.432223,2974.699657,3041.811463
432,3042.432223,2974.699657,3041.811463
433,3042.432223,2974.699657,3041.811463
434,3042.432223,2974.699657,3041.811463
435,3042.432223,2974.699657,3041.811463
436,3042.432223,2974.699657,3041.811463
437,3042.432223,2974.699657,3041.811463
438,3042.432223,2974.699657,3041.811463
439,3042.432223,2974.699657,3041.811463
440,3042.432223,2974.699657,3041.811463
441,3042.432223,2974.699657,3041.811463
442,3042.432223,2974.699657,3041.811463
443,3042.432223,2974.699657,3041.811463
444,3042.432223,2974.699657,3041.811463
445,3042.432223,2974.699657,3041.811463
446,3042.432223,2974.699657,3041.811463
447,3042.432223,2974.699657,3041.811463
448,3042.432223,2974.699657,3041.811463
449,3042.432223,2974.699657,3041.811463
450,3042.432223,2974.699657,3041.811463
451,3042.432223,2974.699657,3041.811463
452,3042.432223,2974.699657,3041.811463
453,3042.432223,2974.699657,3041.811463
454,3042.432223,2974.699657,3041.811463
455,3042.432223,2976.497615,3041.811463
456,3042.432223,2976.497615,3041.811463
457,3042.432223,2976.497615,3041.811463
458,3042.432223,2976.497615,3041.811463
459,3042.432223,2976.497615,3041.811463
460,3042.432223,2976.497615,3041.811463
461,3042.432223,2976.497615,3041.811463
462,3042.432223,2976.497615,3041.811463
463,3042.432223,2976.497615,3041.811463
464,3042.432223,2976.497615,3041.811463
465,3042.432223,2976.497615,3041.811463
466,3042.432223,2976.497615,3041.811463
467,3042.432223,2976.497615,3041.811463
468,3042.432223,2976.497615,3041.811463
469,3042.432223,2976.497615,3041.811463
470,3042.432223,2976.497615,3041.811463
471,3042.432223,2976.497615,3041.811463
472,3042.432223,2976.497615,3041.811463
473,3042.432223,2976.497615,3041.811463
474,3042.432223,2976.497615,3041.811463
475,3042.432223,2976.497615,3041.811463
476,3042.432223,2976.497615,3041.811463
477,3042.432223,2976.497615,3041.811463
478,3042.432223,2976.497615,3041.811463
479,3042.432223,2976.497615,3041.811463
480,3042.432223,2976.497615,3041.811463
481,3042.432223,2976.497615,3041.811463
482,3042.432223,2976.497615,3041.811463
483,3042.432223,2976.497615,3041.811463
484,3042.432223,2976.497615,3041.811463
485,3042.432223,2976.497615,3041.811463
486,3042.432223,2976.497615,3041.811463
487,3042.432223,2976.497615,3041.811463
488,3042.432223,2976.497615,3041.811463
489,3042.432223,2976.497615,3041.811463
490,3042.432223,2976.497615,3041.811463
491,3042.432223,2976.497615,3041.811463
492,3042.432223,2976.497615,3041.811463
493,3042.432223,2976.497615,3041.811463
494,3042.432223,2976.497615,3041.811463
495,3042.432223,2976.497615,3041.811463
496,3042.432223,2976.497615,3041.811463
497,3042.432223,2976.497615,3041.811463
498,3042.432223,2976.497615,3041.811463
499,3042.432223,2976.497615,3041.811463
500,3042.432223,2976.497615,3041.811463
501,3042.432223,2976.497615,3041.811463
502,3042.432223,2976.497615,3041.811463
503,3042.432223,2976.497615,3041.811463
504,3042.432223,2976.497615,3041.811463
505,3042.432223,2976.497615,3041.811463
506,3042.432223,2976.497615,3041.811463
507,3042.432223,2985.479072,3041.811463
508,3042.432223,2985.479072,3041.811463
509,3042.432223,2985.479072,3041.811463
510,3042.432223,2985.479072,3041.811463
511,3042.432223,2985.479072,3041.811463
512,3042.432223,2985.479072,3041.811463
513,3042.432223,2985.479072,3041.811463
514,3042.432223,2985.479072,3041.811463
515,3042.432223,2985.479072,3041.811463
516,3042.432223,2985.479072,3041.811463
517,3042.432223,2985.479072,3041.811463
518,3042.432223,2985.479072,3041.811463
519,3042.432223,2985.479072,3041.811463
520,3042.432223,2985.479072,3041.811463
521,3042.432223,2985.479072,3041.811463
522,3042.432223,2985.479072,3041.811463
523,3042.432223,2985.479072,3041.811463
524,3042.432223,2985.479072,3041.811463
525,3042.432223,2985.479072,3041.811463
526,3042.432223,2985.479072,3041.811463
527,3042.432223,2985.479072,3041.811463
528,3042.432223,2985.479072,3041.811463
529,3042.432223,2985.479072,3041.811463
530,3042.432223,2985.479072,3041.811463
531,3042.432223,2985.479072,3041.811463
532,3042.432223,2985.479072,3041.811463
533,3042.432223,2985.479072,3041.811463
534,3042.432223,2985.479072,3041.811463
535,3042.432223,2985.479072,3041.811463
536,3042.432223,2985.479072,3041.811463
537,3042.432223,2985.479072,3041.811463
538,3042.432223,2985.479072,3041.811463
539,3042.432223,2985.479072,3041.811463
540,3042.432223,2985.570615,3041.811463
541,3042.432223,2985.570615,3041.811463
542,3042.432223,2985.570615,3041.811463
543,3042.432223,2985.570615,3041.811463
544,3042.432223,2985.570615,3041.811463
545,3042.432223,2985.570615,3041.811463
546,3042.432223,2985.570615,3041.811463
547,3042.432223,2985.570615,3041.811463
548,3042.432223,2985.570615,3041.811463
549,3042.432223,2985.570615,3041.811463
550,3042.432223,2985.570615,3041.811463
551,3042.432223,2985.570615,3041.811463
552,3042.432223,2985.570615,3041.811463
553,3042.432223,2985.570615,3041.811463
554,3042.432223,2985.570615,3041.811463
555,3042.432223,2985.570615,3041.811463
556,3042.432223,2985.570615,3041.811463
557,3042.432223,2985.570615,3041.811463
558,3042.432223,2985.570615,3041.811463
559,3042.432223,2985.570615,3041.811463
560,3042.432223,2985.570615,3041.811463
561,3042.432223,2985.570615,3041.811463
562,3042.432223,2985.570615,3041.811463
563,3042.432223,2985.570615,3041.811463
564,3042.432223,2985.570615,3041.811463
565,3042.432223,2985.570615,3041.811463
566,3042.432223,2985.570615,3041.811463
567,3042.432223,2985.570615,3041.811463
568,3042.432223,2985.570615,3041.811463
569,3042.432223,2985.570615,3041.811463
570,3042.432223,2985.570615,3041.811463
571,3042.432223,2985.570615,3041.811463
572,3042.432223,2985.570615,3041.811463
573,3042.432223,2985.570615,3041.811463
574,3042.432223,2985.570615,3041.811463
575,3042.432223,2985.570615,3041.811463
576,3042.432223,2985.570615,3041.811463
577,3042.432223,2985.570615,3041.811463
578,3042.432223,2985.570615,3041.811463
579,3042.432223,2985.570615,3041.811463
580,3042.432223,2985.570615,3041.811463
581,3042.432223,2985.570615,3041.811463
582,3042.432223,2985.570615,3041.811463
583,3042.432223,2985.570615,3041.811463
584,3042.432223,2985.570615,3041.811463
585,3042.432223,2985.570615,3041.811463
586,3042.432223,2985.570615,3041.811463
587,3042.432223,2985.570615,3041.811463
588,3042.432223,2985.570615,3041.811463
589,3042.432223,2985.570615,3041.811463
590,3042.432223,2985.570615,3041.811463
591,3042.432223,2985.570615,3041.811463
592,3042.432223,2985.570615,3041.811463
593,3042.432223,2985.570615,3041.811463
594,3042.432223,2985.570615,3041.811463
595,3042.432223,2985.570615,3041.811463
596,3042.432223,2985.570615,3041.811463
597,3042.432223,2985.570615,3041.811463
598,3042.432223,2985.570615,3041.811463
599,3042.432223,2985.570615,3041.811463
600,3042.432223,2985.570615,3041.811463
601,3042.432223,2985.570615,3041.811463
602,3042.432223,2985.570615,3041.811463
603,3042.432223,2985.570615,3041.811463
604,3042.432223,2985.570615,3041.811463
605,3042.432223,2985.570615,3041.811463
606,3042.432223,2985.570615,3041.811463
607,3042.432223,2985.570615,3041.811463
608,3042.432223,2985.570615,3041.811463
609,3042.432223,2985.570615,3041.811463
610,3042.432223,2985.570615,3041.811463
611,3042.432223,2985.570615,3041.811463
612,3042.432223,2985.570615,3041.811463
613,3042.432223,2985.570615,3041.811463
614,3042.432223,2985.570615,3041.811463
615,3042.432223,2985.570615,3041.811463
616,3042.432223,2985.570615,3041.811463
617,3042.432223,2985.570615,3041.811463
618,3042.432223,2985.570615,3041.811463
619,3042.432223,2985.570615,3041.811463
620,3042.432223,2985.570615,3041.811463
621,3042.432223,2985.570615,3041.811463
622,3042.432223,2985.570615,3041.811463
623,3042.432223,2985.570615,3041.811463
624,3042.432223,2985.570615,3041.811463
625,3042.432223,2985.570615,3041.811463
626,3042.432223,2985.570615,3041.811463
627,3042.432223,2985.570615,3041.811463
628,3042.432223,2985.570615,3041.811463
629,3042.432223,2985.570615,3041.811463
630,3042.432223,2985.570615,3041.811463
631,3042.432223,2985.570615,3041.811463
632,3042.432223,2985.570615,3041.811463
633,3042.432223,2985.570615,3041.811463
634,3042.432223,2985.570615,3041.811463
635,3042.432223,2985.570615,3041.811463
636,3042.432223,2985.570615,3041.811463
637,3042.432223,2985.570615,3041.811463
638,3042.432223,2985.570615,3041.811463
639,3042.432223,2985.570615,3041.811463
640,3042.432223,2985.570615,3041.811463
641,3042.432223,2985.570615,3041.811463
642,3042.432223,2985.570615,3041.811463
643,3042.432223,2985.570615,3041.811463
644,3042.432223,2985.570615,3041.811463
645,3042.432223,2985.570615,3041.811463
646,3042.432223,2985.570615,3041.811463
647,3042.432223,2985.570615,3041.811463
648,3042.432223,2985.570615,3041.811463
649,3042.432223,2985.570615,3041.811463
650,3042.432223,2985.570615,3041.811463
651,3042.432223,2985.570615,3041.811463
652,3042.432223,2985.570615,3041.811463
653,3042.432223,2985.570615,3041.811463
654,3042.432223,2985.570615,3041.811463
655,3042.432223,2985.570615,3041.811463
656,3042.432223,2985.570615,3041.811463
657,3042.432223,2985.570615,3041.811463
658,3042.432223,2985.570615,3041.811463
659,3042.432223,2985.570615,3041.811463
660,3042.432223,2985.570615,3041.811463
661,3042.432223,2985.570615,3041.811463
662,3042.432223,2985.570615,3041.811463
663,3042.432223,2985.570615,3041.811463
664,3042.432223,2985.570615,3041.811463
665,3042.432223,2985.570615,3041.811463
666,3042.432223,2985.570615,3041.811463
667,3042.432223,2985.570615,3041.811463
668,3042.432223,2985.570615,3041.811463
669,3042.432223,2985.570615,3041.811463
670,3042.432223,2985.570615,3041.811463
671,3042.432223,2985.570615,3041.811463
672,3042.432223,2985.570615,3041.811463
673,3042.432223,2985.570615,3041.811463
674,3042.432223,2985.570615,3041.811463
675,3042.432223,2985.570615,3041.811463
676,3042.432223,2985.570615,3041.811463
677,3042.432223,2985.570615,3041.811463
678,3042.432223,2985.570615,3041.811463
679,3042.432223,2985.570615,3041.811463
680,3042.432223,2985.570615,3041.811463
681,3042.432223,2985.570615,3041.811463
682,3042.432223,2985.570615,3041.811463
683,3042.432223,2985.570615,3041.811463
684,3042.432223,2985.570615,3041.811463
685,3042.432223,2985.570615,3041.811463
686,3042.432223,2985.570615,3041.811463
687,3042.432223,2985.570615,3041.811463
688,3042.432223,2985.570615,3041.811463
689,3042.432223,2985.570615,3041.811463
690,3042.432223,2985.570615,3041.811463
691,3042.432223,2985.570615,3041.811463
692,3042.432223,2985.570615,3041.811463
693,3042.432223,2985.570615,3041.811463
694,3042.432223,2985.570615,3041.811463
695,3042.432223,2985.570615,3041.811463
696,3042.432223,2985.570615,3041.811463
